danceability,energy,loudness,speechiness,acousticness,valence,tempo,liveness,instrumentalness
0.656693783034964,-0.6728493891979797,0.35707037981507167,0.4628286310597489,-0.8750054851066417,0.9557356215431385,-1.1430609110864935,0.6974157560280463,-0.557109294460637
-0.783568049215813,-1.813434273446751,-1.7749147173856252,-0.10920849102961719,1.748254506099027,-0.7452193171611894,-1.49093671754013,-0.5987929959798397,-0.5570955727137151
-0.6822996391356801,-1.0672211118873856,-0.2502679241639236,-0.2858796261876524,-0.3520007458866732,-1.3033451564235472,-1.5295339852872398,-0.518095174843162,-0.5571123403868767
-1.6499755576791706,-2.2248181096639352,-2.035086413869265,-0.45225923890929715,1.6923653607380635,-1.2160193448382801,1.986853913318911,-0.4424409675275266,-0.5568991255500909
0.3303844616656471,-0.7424443990843455,-0.23949518985639778,-0.3124660591483276,0.4098565514022573,-1.1248967588362626,-0.07448037480696826,-0.6900824061407065,-0.5571123403868767
0.7242060564217185,-0.5955216004353512,-0.06184670335116311,0.13693042057405308,-0.11961956254371757,0.7696936751223529,-0.8061271131212338,-0.1549549797281122,-0.5571123403868767
-0.8567063453847978,-1.886895672771248,-0.0648955904193305,-0.4591202538668908,1.55117173035247,-1.468504843552204,0.6372505736671722,-0.6477160500439505,-0.5571036248157549
0.8085963981551626,-0.738578009646214,-0.16835449159915275,-0.40594738794554036,0.674594608375245,0.9443452982928863,0.960039824074287,-0.6174543671176965,-0.5571123403868767
0.3697666211412543,-0.8545696927901569,-0.040097975598233665,-0.44711347769110193,-0.10491189271188492,0.7810839983726051,0.2637544546553851,-0.3466123049277219,-0.5571123403868767
-0.6597955480067618,-0.01169679527750548,0.3521921605060036,-0.5105778660488428,0.2833705908484967,-1.0147903007504915,-1.4438994249529007,-0.7374923760585047,-0.544476270144548
0.3810186667057135,-1.0517555541348598,0.0763695104057702,-0.5140083735276395,-0.1490349022073827,-0.6161289869916646,-0.7431438447491137,-0.6401506293123871,-0.5571123403868767
-0.42912861393534846,-1.2837389204227454,-0.3161238848363448,-0.39565586550915,1.071701693834726,-1.231206442505283,0.3744422112542699,-0.5281824024852467,-0.5571123403868767
-0.39537247724197083,-1.2412086366032997,-0.1508742057416582,-0.4797032987396716,1.2334860619848849,0.5456839845340594,0.0684662909634414,-0.5382696301273314,-0.5571123403868767
0.7410841247684073,-1.550519791653814,0.419064416867814,-0.5191541347458347,1.3158490130431477,-0.9654322333327321,-1.170215773615575,-0.502964333380035,-0.5571123403868767
1.1011495828311018,0.560528841565946,0.49162792909020403,-0.48313380621846835,-0.6049726669941945,-0.28960638715110154,-0.07264558679824631,-0.4979207195589926,-0.5570269941367914
