instrumentalness,acousticness,duration_ms,valence,energy,loudness,liveness,tempo,danceability,speechiness
-0.5022208202106524,1.4570285075330456,-0.1722465923157009,-0.6161414091056883,-1.2798776069375557,-0.3610096645234013,-0.3768660730948449,-1.0504946578899828,-0.1647024161936789,-0.4698066757444815
-0.5571080450051014,0.271591218610809,-0.3092496451864989,1.1683419468942355,0.9201109590030792,0.8873097169682181,0.682295856671906,-0.1718306715374793,0.6116929870834708,-0.2846015718953829
-0.5571080450051014,-0.7052914703496743,-0.5796847440362246,-0.9236800300333348,0.1429620982753683,0.4739052464742403,3.1587173210313093,-0.9536766603759022,0.1897389635632803,1.7749477773895015
0.8542777354235882,-0.0813925895049934,-0.6445122537655646,0.2001648069368301,0.8698475998515357,0.775334224276279,-0.5584366896262878,-0.8347203000432099,0.4541634849692663,0.1029572565295829
-0.5570320473092322,0.203935988721947,0.106309113552557,-1.128705777318432,-1.2218814233011592,0.2135716515120043,-0.4121714707537364,-1.963610849048662,-0.1534503088998072,-0.5161079517067563
0.9115775854837272,1.0275648743254862,-0.5616580265532249,1.0848129387410477,-1.457732570089171,-0.403990156667782,-0.3617351883838913,0.0314306986292084,-0.2434671672507811,-0.2957481753677823
-0.550533641156096,0.3598371706397597,-0.4392909514483861,0.1318228911751309,1.01677126506374,1.4524654864807331,-0.7521120139264937,0.325469313636832,0.6960837917875088,-0.4715215378171584
-0.5570790030284656,1.7805969983058645,0.015694813671345,-1.1590799621014096,-1.6549195944529187,-0.9139122235561586,3.743778196521514,-1.778969601132711,-1.818762188392824,-0.3780615548562706
-0.5571015007590683,-0.9654993675657066,-0.8711080925268715,0.8380226873793563,1.0670346242152835,1.021718010384637,1.025262576786854,-0.404233694709777,-0.4291269375996649,-0.3874932962559932
0.0430324898353029,-0.9693057096298888,0.5215845953025945,0.7013388558559577,0.9239773712455056,0.2750262148412505,-0.3718224448578603,0.5261749807494972,0.0772178906245629,-0.4672343826354663
-0.5570913677329523,-0.4990900957753596,0.2251481025214372,-1.0489735422631166,-1.082690582573808,-0.3706237219767496,0.223325687106314,-0.3366569230475666,0.009705246861333,-0.5049613482343568
-0.5568073715813647,1.7394155540256877,0.0353782723325442,-0.7680123330205753,-2.0454272309379875,-2.1725997062229574,0.5410742660363393,-0.3786766641695498,-0.7048035662995223,-0.3660575203475327
2.190268976299464,-0.7367658599066667,0.9107299208534648,-1.295763793624808,0.0076376697904434,-0.0527942932248815,0.8285610755444573,0.4606892388587604,0.0884699979184346,-0.464662089526451
-0.5571080450051014,1.468794634470239,0.4189181471613197,-0.7262478289439813,-1.7399806637862998,-0.3168981067962736,-0.5382621766783497,0.0605723516348178,-0.3672403474833703,-0.5015316240890031
-0.5571080450051014,0.7039963835526669,-0.1082088244951399,1.8099966004346333,0.6571949265180826,0.516885738618621,-0.4979131507824735,-0.6020185583321304,0.4372853240284587,0.0918106530571834
